source,target,task,input_text,target_text
"“FIFA is not corrupt. We have individuals
that have shown negative behaviour. Do not
generalize the situation,” said Hayatou, president
of the Confederation of African Football for more
than 25 years. “There are lots of people who
have been in FIFA for more than 20 or 30 years
that have not been accused of anything.”","“FIFA is not corrupt. We have some people
that have shown negative behaviour. But not
everyone in FIFA is corrupt,” said Hayatou,
president of the Confederation of African Football
for more than 25 years. “There are lots of people
who have been in FIFA for more than 20 or 30
years that have not been accused of anything.”",advanced_to_elementary,"simplify: “FIFA is not corrupt. We have individuals
that have shown negative behaviour. Do not
generalize the situation,” said Hayatou, president
of the Confederation of African Football for more
than 25 years. “There are lots of people who
have been in FIFA for more than 20 or 30 years
that have not been accused of anything.”","“FIFA is not corrupt. We have some people
that have shown negative behaviour. But not
everyone in FIFA is corrupt,” said Hayatou,
president of the Confederation of African Football
for more than 25 years. “There are lots of people
who have been in FIFA for more than 20 or 30
years that have not been accused of anything.”"
"Lego’s finance director, John Goodwin, said: “The
strong performance of the Lego Movie products
had a positive effect during the first half of 2014,
and it remains to be seen how the line will
continue to develop behind the highly anticipated
launch of the movie on DVD in the second half of
2014.”","Lego’s finance director, John Goodwin, said that
the Lego Movie products had a positive effect on
profits during the first half of 2014. They are now
waiting to see what will happen after the movie
comes out on DVD in the second half of 2014.",advanced_to_elementary,"simplify: Lego’s finance director, John Goodwin, said: “The
strong performance of the Lego Movie products
had a positive effect during the first half of 2014,
and it remains to be seen how the line will
continue to develop behind the highly anticipated
launch of the movie on DVD in the second half of
2014.”","Lego’s finance director, John Goodwin, said that
the Lego Movie products had a positive effect on
profits during the first half of 2014. They are now
waiting to see what will happen after the movie
comes out on DVD in the second half of 2014."
"Ò4C would likely be catastrophic rather than simply dangerous,Ó Sherwood said. ÒFor example, it would make life difficult, if not impossible, in much of the tropics and would guarantee the eventual melting of the Greenland ice sheet and some of the Antarctic ice sheetÓ, with sea levels rising by many metres asa result.","Ò4C would be catastrophic, not simply dangerous,Ó Sherwood said. ÒFor example, it would make life difficult, if not impossible, in much of the tropics and it would guarantee the eventual melting of the Greenland ice sheet and some of the Antarctic ice sheet.Ó And, if the ice sheets melt, sea levels will rise by many metres.",advanced_to_elementary,"simplify: Ò4C would likely be catastrophic rather than simply dangerous,Ó Sherwood said. ÒFor example, it would make life difficult, if not impossible, in much of the tropics and would guarantee the eventual melting of the Greenland ice sheet and some of the Antarctic ice sheetÓ, with sea levels rising by many metres asa result.","Ò4C would be catastrophic, not simply dangerous,Ó Sherwood said. ÒFor example, it would make life difficult, if not impossible, in much of the tropics and it would guarantee the eventual melting of the Greenland ice sheet and some of the Antarctic ice sheet.Ó And, if the ice sheets melt, sea levels will rise by many metres."
"The government airline’s only plane that can land at Ebon is currently undergoing maintenance and is not expected to return to service for several days. Officials are considering sending a boat to pick up the castaway. “He’s staying at the local council house and a family is feeding him,” said Fjeldstad, who added that the man had a basic health check and was found to have low blood pressure, but did not appear to have any life-threatening conditions and was able to walk with the aid of men on the island. “We’ve been giving him a lot of water and he’s gaining strength.”","“He’s staying at the local council house and a family is feeding him,” said Fjeldstad. He also said that the man had a basic health check and had low blood pressure but no serious problems and was able to walk. “We’re giving him a lot of water and he’s getting stronger.”",advanced_to_elementary,"simplify: The government airline’s only plane that can land at Ebon is currently undergoing maintenance and is not expected to return to service for several days. Officials are considering sending a boat to pick up the castaway. “He’s staying at the local council house and a family is feeding him,” said Fjeldstad, who added that the man had a basic health check and was found to have low blood pressure, but did not appear to have any life-threatening conditions and was able to walk with the aid of men on the island. “We’ve been giving him a lot of water and he’s gaining strength.”","“He’s staying at the local council house and a family is feeding him,” said Fjeldstad. He also said that the man had a basic health check and had low blood pressure but no serious problems and was able to walk. “We’re giving him a lot of water and he’s getting stronger.”"
"The ten projects presented each offered unique solutions to sustainability challenges but it was the Nigerian initiative, Wecyclers, that won Arnold SchwarzeneggerÕs, and the rest of juryÕs, vote and took the Sustainia Award 2014.","The ten projects each offered unique solutions to the problem of climate change. The Nigerian project, Wecyclers, won the SustainiaAward 2014.",advanced_to_elementary,"simplify: The ten projects presented each offered unique solutions to sustainability challenges but it was the Nigerian initiative, Wecyclers, that won Arnold SchwarzeneggerÕs, and the rest of juryÕs, vote and took the Sustainia Award 2014.","The ten projects each offered unique solutions to the problem of climate change. The Nigerian project, Wecyclers, won the SustainiaAward 2014."
"According to research by the International
Council on Clean Transportation in 2014,
actual nitrogen oxide emissions from cars
are seven times higher than the 80mg/km
standard, with some models running at 22
times above the recommended limit. Only one
car out of 16 met the 80g target. Around one
third of all nitrogen oxide pollution comes from
road transport – mostly diesel – and, in urban
areas, concentrations can rise as high as 64%,
European Environment Agency figures indicate.","According to research by the International
Council on Clean Transportation in 2014, actual
nitrogen oxide emissions from cars are seven
times higher than the 80mg per kilometre
standard and some cars are 22 times above the
recommended limit. About one third of all nitrogen
oxide pollution comes from road transport –
mostly diesel – and, in cities, concentrations
can be as high as 64%, according to European
Environment Agency data.",advanced_to_elementary,"simplify: According to research by the International
Council on Clean Transportation in 2014,
actual nitrogen oxide emissions from cars
are seven times higher than the 80mg/km
standard, with some models running at 22
times above the recommended limit. Only one
car out of 16 met the 80g target. Around one
third of all nitrogen oxide pollution comes from
road transport – mostly diesel – and, in urban
areas, concentrations can rise as high as 64%,
European Environment Agency figures indicate.","According to research by the International
Council on Clean Transportation in 2014, actual
nitrogen oxide emissions from cars are seven
times higher than the 80mg per kilometre
standard and some cars are 22 times above the
recommended limit. About one third of all nitrogen
oxide pollution comes from road transport –
mostly diesel – and, in cities, concentrations
can be as high as 64%, according to European
Environment Agency data."
"Temperature rises resulting from unchecked climate change will be at the severe end of those projected, according to a new scientific study. The scientist leading the research said that, unless emissions of greenhouse gases were cut, the planet would heat up by a minimum of 4C by 2100, twice the level the worldÕs governments deem dangerous.","A new scientific study says that global warming might make temperatures rise more than people think. The scientist who led the research said that, if emissionsof greenhouse gases are not reduced, the planet will be at least 4C warmer by 2100. This is twice the level the worldÕs governments consider to be dangerous.",advanced_to_elementary,"simplify: Temperature rises resulting from unchecked climate change will be at the severe end of those projected, according to a new scientific study. The scientist leading the research said that, unless emissions of greenhouse gases were cut, the planet would heat up by a minimum of 4C by 2100, twice the level the worldÕs governments deem dangerous.","A new scientific study says that global warming might make temperatures rise more than people think. The scientist who led the research said that, if emissionsof greenhouse gases are not reduced, the planet will be at least 4C warmer by 2100. This is twice the level the worldÕs governments consider to be dangerous."
"Such is the lot of the modern-day chemist: you
wait ages for a new element to turn up and
then four come along at once. Discovered by
researchers in Japan, Russia and the US, the
four new elements are the first to be added to the
periodic table since 2011, when elements 114
and 116 were included. The new elements, all
spectacularly short-lived and highly radioactive,
complete the periodic table’s seventh row and
render science textbooks around the world out
of date.","Chemists have waited a long time to find a new
element and, now, researchers in Japan, Russia
and the US have discovered four. The four new
elements will be added to the periodic table. They
are the first elements to be added since 2011,
when elements 114 and 116 were included. The
new elements, all very radioactive, complete the
seventh row of the periodic table.",advanced_to_elementary,"simplify: Such is the lot of the modern-day chemist: you
wait ages for a new element to turn up and
then four come along at once. Discovered by
researchers in Japan, Russia and the US, the
four new elements are the first to be added to the
periodic table since 2011, when elements 114
and 116 were included. The new elements, all
spectacularly short-lived and highly radioactive,
complete the periodic table’s seventh row and
render science textbooks around the world out
of date.","Chemists have waited a long time to find a new
element and, now, researchers in Japan, Russia
and the US have discovered four. The four new
elements will be added to the periodic table. They
are the first elements to be added since 2011,
when elements 114 and 116 were included. The
new elements, all very radioactive, complete the
seventh row of the periodic table."
"The site has come at an opportune time for
the country of five million people. Danes
are not having enough babies, according
to a report from the Copenhagen hospital
Rigshospitalet, and the current rate of 1.7
children per family is not enough to maintain
Denmark’s population. The usual suspects
are being blamed for the new low – women
leaving it “too late” and couples cohabiting
and waiting to start families.","The site has come at the right time for the
country of five million people. Danes are not
having enough children and the current rate
of 1.7 children per family means that the
population is falling. The usual reasons are
given – women are leaving it “too late” and
couples are living together without getting
married and waiting to start families.",advanced_to_elementary,"simplify: The site has come at an opportune time for
the country of five million people. Danes
are not having enough babies, according
to a report from the Copenhagen hospital
Rigshospitalet, and the current rate of 1.7
children per family is not enough to maintain
Denmark’s population. The usual suspects
are being blamed for the new low – women
leaving it “too late” and couples cohabiting
and waiting to start families.","The site has come at the right time for the
country of five million people. Danes are not
having enough children and the current rate
of 1.7 children per family means that the
population is falling. The usual reasons are
given – women are leaving it “too late” and
couples are living together without getting
married and waiting to start families."
"“We were all left …” – Sanchéz Barba looked
around him in the Bernini colonnade that
embraces St Peter’s Square, grasping for
the word, as speechless as the “princes of
the church” who had just heard the man they
believe to be God’s representative on earth give
up on the job. “The cardinals were just looking at
one another,” Sanchéz Barba said.","“We were all …” – Sanchéz Barba couldn’t
find the word. The cardinals had just heard
the man they believe is God’s representative
on earth resign. “The cardinals were just
looking at one another,” Sanchéz
Barba said.",advanced_to_elementary,"simplify: “We were all left …” – Sanchéz Barba looked
around him in the Bernini colonnade that
embraces St Peter’s Square, grasping for
the word, as speechless as the “princes of
the church” who had just heard the man they
believe to be God’s representative on earth give
up on the job. “The cardinals were just looking at
one another,” Sanchéz Barba said.","“We were all …” – Sanchéz Barba couldn’t
find the word. The cardinals had just heard
the man they believe is God’s representative
on earth resign. “The cardinals were just
looking at one another,” Sanchéz
Barba said."
"“The way I was taught as a doctor and everybody else is taught is that, in malarial areas, you become semi-immune as an adult,” said Dr Christopher Murray, IHME Director and one of the founders of the Global Burden of Disease project. “We originally went with the prevailing opinion but there has been a shift as we have become more empirical. African doctors write on hospital records that adults are dying of malaria a lot.” But, he adds, their fever could be something else. The findings have prompted further studies.","“We are taught, as doctors, that in areas with malaria, you become semi-immune as an adult,” said Dr Christopher Murray, IHME Director. But he says the evidence tells them that may not be right. “African doctors write on hospital records that adults are dying of malaria a lot.” But their fever could be something different, he adds. The results have led to more studies.",advanced_to_elementary,"simplify: “The way I was taught as a doctor and everybody else is taught is that, in malarial areas, you become semi-immune as an adult,” said Dr Christopher Murray, IHME Director and one of the founders of the Global Burden of Disease project. “We originally went with the prevailing opinion but there has been a shift as we have become more empirical. African doctors write on hospital records that adults are dying of malaria a lot.” But, he adds, their fever could be something else. The findings have prompted further studies.","“We are taught, as doctors, that in areas with malaria, you become semi-immune as an adult,” said Dr Christopher Murray, IHME Director. But he says the evidence tells them that may not be right. “African doctors write on hospital records that adults are dying of malaria a lot.” But their fever could be something different, he adds. The results have led to more studies."
"Typical salary: The entry-level salary is usually
around £14,500 and a top salary can be up to £22,000.","Typical salary: When you start, the salary is usually
around £14,500. A top salary can be up to £22,000.",advanced_to_elementary,"simplify: Typical salary: The entry-level salary is usually
around £14,500 and a top salary can be up to £22,000.","Typical salary: When you start, the salary is usually
around £14,500. A top salary can be up to £22,000."
"Operating profit for the first six months of Lego’s
financial year increased by 12% to $630m. Sales
rose by 11% to more than three times the figure
six years before.","Jørgen Vig Knudstorp, Lego’s chief executive,
said that Lego were very happy that they have
sold more products in the first half of 2014. He
said this was a result of Lego’s ability to develop,
launch and distribute Lego products, which
children all over the world put at the top of
their wishlists.",advanced_to_elementary,"simplify: Operating profit for the first six months of Lego’s
financial year increased by 12% to $630m. Sales
rose by 11% to more than three times the figure
six years before.","Jørgen Vig Knudstorp, Lego’s chief executive,
said that Lego were very happy that they have
sold more products in the first half of 2014. He
said this was a result of Lego’s ability to develop,
launch and distribute Lego products, which
children all over the world put at the top of
their wishlists."
"Lynch said: “The Department of Justice is
committed to ending the rampant corruption
we have described amidst the leadership of
international football – not only because of the
scale of the schemes alleged earlier and today,
or the breadth of the operation required to sustain
such corruption, but also because of the affront
to international principles that this behaviour
represents.”","Lynch said: “The Department of Justice really
wants to end the corruption in the leadership of
international football – not only because there
is such a lot of corruption but also because the
corruption is an insult to international principles.”",advanced_to_elementary,"simplify: Lynch said: “The Department of Justice is
committed to ending the rampant corruption
we have described amidst the leadership of
international football – not only because of the
scale of the schemes alleged earlier and today,
or the breadth of the operation required to sustain
such corruption, but also because of the affront
to international principles that this behaviour
represents.”","Lynch said: “The Department of Justice really
wants to end the corruption in the leadership of
international football – not only because there
is such a lot of corruption but also because the
corruption is an insult to international principles.”"
"Global average air temperatures have increased relatively slowly since a high point in 1998 caused by the ocean phenomenon El Nin_o, but observations show that heat is continuing to be trapped in increasing amounts by greenhouse gases, with over 90% disappearing into the oceans. Furthermore, a study in November 2013 suggested the ÒpauseÓ may be largely an illusion resulting from the lack of temperature readings from polar regions, where warming is greatest.","The worlds average air temperatures have increased quite slowly since a high pointin 1998, which the ocean phenomenon El Nino caused. But, greenhouse gases are trapping more and more heat and over 90% disappears into the oceans. Also, a recent study suggested that it may seem there isa pause, but this is only because we did not have temperature readings from polar regions, where there is the most warming.",advanced_to_elementary,"simplify: Global average air temperatures have increased relatively slowly since a high point in 1998 caused by the ocean phenomenon El Nin_o, but observations show that heat is continuing to be trapped in increasing amounts by greenhouse gases, with over 90% disappearing into the oceans. Furthermore, a study in November 2013 suggested the ÒpauseÓ may be largely an illusion resulting from the lack of temperature readings from polar regions, where warming is greatest.","The worlds average air temperatures have increased quite slowly since a high pointin 1998, which the ocean phenomenon El Nino caused. But, greenhouse gases are trapping more and more heat and over 90% disappears into the oceans. Also, a recent study suggested that it may seem there isa pause, but this is only because we did not have temperature readings from polar regions, where there is the most warming."
"Very little is known about how thoughts are
encoded and how they might be transmitted into
another person’s brain, so that is not a realistic
prospect any time soon. And much of what is
in our minds is what Sandberg calls a “draft” of
what we might do. “Often, we don’t want to reveal
those drafts; that would be embarrassing and
confusing. And a lot of those drafts are changed
before we act. Most of the time I think we’d be
very thankful not to be in someone else’s head.”","We know very little about how people
process thoughts and how they could be
sent to another person’s brain, so that will
not happen any time soon. And much of
what is in our minds is what Sandberg calls
a “draft” of what we might do. “And we
change a lot of those drafts before we do
anything. Most of the time, I think it’s very
good that our thoughts are not in someone
else’s head.”",advanced_to_elementary,"simplify: Very little is known about how thoughts are
encoded and how they might be transmitted into
another person’s brain, so that is not a realistic
prospect any time soon. And much of what is
in our minds is what Sandberg calls a “draft” of
what we might do. “Often, we don’t want to reveal
those drafts; that would be embarrassing and
confusing. And a lot of those drafts are changed
before we act. Most of the time I think we’d be
very thankful not to be in someone else’s head.”","We know very little about how people
process thoughts and how they could be
sent to another person’s brain, so that will
not happen any time soon. And much of
what is in our minds is what Sandberg calls
a “draft” of what we might do. “And we
change a lot of those drafts before we do
anything. Most of the time, I think it’s very
good that our thoughts are not in someone
else’s head.”"
"I am grateful that I am healthy and I really want to
prevent other people being injured. We have this
lovely idea about dolphins and have faith in them
– who would think a dolphin would ever attack a
person? If you see a ferocious animal coming at
you with its teeth bared, it’s scary, but dolphins
have this lovely, wide smile.","I am grateful that I am healthy. I really want to
prevent other people being injured. We think
dolphins are lovely and we have faith in them –
who would think a dolphin would ever attack a
person? If you see a dangerous animal coming
towards you with big teeth, it’s scary, but dolphins
have this lovely, wide smile.",advanced_to_elementary,"simplify: I am grateful that I am healthy and I really want to
prevent other people being injured. We have this
lovely idea about dolphins and have faith in them
– who would think a dolphin would ever attack a
person? If you see a ferocious animal coming at
you with its teeth bared, it’s scary, but dolphins
have this lovely, wide smile.","I am grateful that I am healthy. I really want to
prevent other people being injured. We think
dolphins are lovely and we have faith in them –
who would think a dolphin would ever attack a
person? If you see a dangerous animal coming
towards you with big teeth, it’s scary, but dolphins
have this lovely, wide smile."
World-leading marine scientist Professor Callum Roberts from the University of York was oneof the scientists who helped set the 20-30% target in 2003. But he said it was not enough. ÒThe IUCN should now lift its target from 30 to 33%. New research strengthens the case for the 30% target set previously to now be raised. Any reduction in efforts at this stage and moment in history would be disastrous for our oceans.Ó,"After dif cult talks, the World Parks Congress agreed new targets for marine protected areas. The new target is not 20-30%; it is at least 30%. And they must try to solve the problemof biodiversity.",advanced_to_elementary,simplify: World-leading marine scientist Professor Callum Roberts from the University of York was oneof the scientists who helped set the 20-30% target in 2003. But he said it was not enough. ÒThe IUCN should now lift its target from 30 to 33%. New research strengthens the case for the 30% target set previously to now be raised. Any reduction in efforts at this stage and moment in history would be disastrous for our oceans.Ó,"After dif cult talks, the World Parks Congress agreed new targets for marine protected areas. The new target is not 20-30%; it is at least 30%. And they must try to solve the problemof biodiversity."
"ÒClimate sceptics like to criticize climate models for getting things wrong and we are the firstto admit they are not perfect,Ó said Sherwood. ÒBut what we are finding is that the mistakesare being made by the models which predict less warming, not those that predict more.Ó He added: ÒSceptics may also point to the ÔhiatusÕ of temperatures since the end of the 20th century, but there is increasing evidence that this inaptly named hiatus is not seen in other measures of the climate system and is almostcertainly temporary.Ó","ÒClimate sceptics like to criticize climate models because they are sometimes wrong, and we know that they are not perfect,Ósaid Sherwood. ÒBut we are finding that the mistakes are being made by the models that predict less warming, not the models that predict more warming.Ó He added: ÒSceptics may also point to the pause in the rise of temperatures since the end of the 20th century, but there is more and more evidence that we cannot see this pause in other measures of the climate system. And the pause is almost certainly temporary.Ó",advanced_to_elementary,"simplify: ÒClimate sceptics like to criticize climate models for getting things wrong and we are the firstto admit they are not perfect,Ó said Sherwood. ÒBut what we are finding is that the mistakesare being made by the models which predict less warming, not those that predict more.Ó He added: ÒSceptics may also point to the ÔhiatusÕ of temperatures since the end of the 20th century, but there is increasing evidence that this inaptly named hiatus is not seen in other measures of the climate system and is almostcertainly temporary.Ó","ÒClimate sceptics like to criticize climate models because they are sometimes wrong, and we know that they are not perfect,Ósaid Sherwood. ÒBut we are finding that the mistakes are being made by the models that predict less warming, not the models that predict more warming.Ó He added: ÒSceptics may also point to the pause in the rise of temperatures since the end of the 20th century, but there is more and more evidence that we cannot see this pause in other measures of the climate system. And the pause is almost certainly temporary.Ó"
"Scientists have connected the brains of a pair
of animals and allowed them to share sensory
information in a major step towards what the
researchers call the world’s first “organic computer”.","Scientists have connected the brains of two
rats and allowed them to share information.
Researchers say this is an important step
towards creating the world’s first
“organic computer”.",advanced_to_elementary,"simplify: Scientists have connected the brains of a pair
of animals and allowed them to share sensory
information in a major step towards what the
researchers call the world’s first “organic computer”.","Scientists have connected the brains of two
rats and allowed them to share information.
Researchers say this is an important step
towards creating the world’s first
“organic computer”."
"It was a beautiful summer evening and I decided
to go for a swim off Doolin Pier in County Clare,
Ireland, where I moved in 2012. There was a
woman in the water with Dusty, a dolphin who
has a great relationship with a group of people
she regularly swims with.","It was a beautiful summer evening and I decided
to go for a swim from Doolin Pier in County Clare,
Ireland, where I moved in 2012. There was a
woman in the water with Dusty, a dolphin who
has a great relationship with a group of people
she regularly swims with. Dusty arrived in Doolin
in about 2008. Hundreds of people have swum
with her, so everyone thinks that she’s
totally tame.",advanced_to_elementary,"simplify: It was a beautiful summer evening and I decided
to go for a swim off Doolin Pier in County Clare,
Ireland, where I moved in 2012. There was a
woman in the water with Dusty, a dolphin who
has a great relationship with a group of people
she regularly swims with.","It was a beautiful summer evening and I decided
to go for a swim from Doolin Pier in County Clare,
Ireland, where I moved in 2012. There was a
woman in the water with Dusty, a dolphin who
has a great relationship with a group of people
she regularly swims with. Dusty arrived in Doolin
in about 2008. Hundreds of people have swum
with her, so everyone thinks that she’s
totally tame."
"The research is a Òbig advanceÓ that halves the uncertainty about how much warming is caused by rises in carbon emissions, according to scientists commenting on the study, published in the journal Nature. Hideo Shiogama and Tomoo Ogura, at JapanÕs National Institute for Environmental Studies, said the explanation of how fewer clouds form as the world warms was ÒconvincingÓ and agreed this indicated future climate change would be greater than expected. But they said more challenges lay ahead to narrow down further the projections offuture temperatures.","The research helps to show how much warming is caused by rises in carbon emissions, say scientists who have commented on the study, published in the journal Nature. Experts at JapanÕs National Institute for Environmental Studies saidthe explanation of how fewer clouds form as the world warms was a good one. They also agreed that this showed future climate change would be bigger than people think.",advanced_to_elementary,"simplify: The research is a Òbig advanceÓ that halves the uncertainty about how much warming is caused by rises in carbon emissions, according to scientists commenting on the study, published in the journal Nature. Hideo Shiogama and Tomoo Ogura, at JapanÕs National Institute for Environmental Studies, said the explanation of how fewer clouds form as the world warms was ÒconvincingÓ and agreed this indicated future climate change would be greater than expected. But they said more challenges lay ahead to narrow down further the projections offuture temperatures.","The research helps to show how much warming is caused by rises in carbon emissions, say scientists who have commented on the study, published in the journal Nature. Experts at JapanÕs National Institute for Environmental Studies saidthe explanation of how fewer clouds form as the world warms was a good one. They also agreed that this showed future climate change would be bigger than people think."
"What it involves: Opening sample tins of each
freshly made batch of dog (or cat) food, smelling it
and eating it. “Although dogs’ palates are different
from ours, taste is an important quality check to
ensure each different ingredient is perfectly balanced
in just the right way,” says Philip Wells, the chief
taster for Lily’s Kitchen pet food. “Trying the food is
also a good way to pick up on the nuances of the
cooking; this works especially well on the dry food.”","What this person does: Opens tins of dog (or cat)
food, smells it and eats it. “Tasting is an important
quality check to make sure each different ingredient
is perfectly balanced,” says Philip Wells, the chief
taster for Lily’s Kitchen pet food.",advanced_to_elementary,"simplify: What it involves: Opening sample tins of each
freshly made batch of dog (or cat) food, smelling it
and eating it. “Although dogs’ palates are different
from ours, taste is an important quality check to
ensure each different ingredient is perfectly balanced
in just the right way,” says Philip Wells, the chief
taster for Lily’s Kitchen pet food. “Trying the food is
also a good way to pick up on the nuances of the
cooking; this works especially well on the dry food.”","What this person does: Opens tins of dog (or cat)
food, smells it and eats it. “Tasting is an important
quality check to make sure each different ingredient
is perfectly balanced,” says Philip Wells, the chief
taster for Lily’s Kitchen pet food."
"That in itself is justification for the enormous project that the Institute of Health Metrics and Evaluation (IHME) in Seattle has led over the past five years, involving nearly 500 researchers, to assess the global burden of disease. Knowing how many children die and from what cause enables the world to focus its efforts and resources on keeping them alive. There are many lessons to be gleaned from the vast database they have put together, which will help global organizations and individual governments to better care for us all – from a renewed focus on diet to tackling alcohol to keeping up the efforts against HIV in Africa.","Over the past five years, the Institute of Health Metrics and Evaluation (IHME) in Seattle has led a very big project to look at the global effects of disease. If we know how many children die and why, the world can try to keep them alive. The big IHME database will help global organizations and governments to better care for us all.",advanced_to_elementary,"simplify: That in itself is justification for the enormous project that the Institute of Health Metrics and Evaluation (IHME) in Seattle has led over the past five years, involving nearly 500 researchers, to assess the global burden of disease. Knowing how many children die and from what cause enables the world to focus its efforts and resources on keeping them alive. There are many lessons to be gleaned from the vast database they have put together, which will help global organizations and individual governments to better care for us all – from a renewed focus on diet to tackling alcohol to keeping up the efforts against HIV in Africa.","Over the past five years, the Institute of Health Metrics and Evaluation (IHME) in Seattle has led a very big project to look at the global effects of disease. If we know how many children die and why, the world can try to keep them alive. The big IHME database will help global organizations and governments to better care for us all."
"Even the surliest cynic cannot have failed tobe thrilled by Robin van PersieÕs extraordinary diving header for the Netherlands against Spain. Elsewhere, there has been a glut of goals: 28in the  rst eight games Ð almost three times as many as at the same stage in South Africa in 2010. Adding to the carnival mood on the streets, where the majority of fans are from neighbouring nations, Latin-American teams won in every game they played up until the time of writing.","Everyone enjoyed Robin van PersieÕs extraordinary diving header for the Netherlands against Spain. And, there have been lots of goals: 28 in the  rst eight games Ð almost three times as many as at the same stage in South Africain 2010. Latin-American teams have been very successful so far and, as most fans are from neighbouring countries, this has added to the carnival atmosphere.",advanced_to_elementary,"simplify: Even the surliest cynic cannot have failed tobe thrilled by Robin van PersieÕs extraordinary diving header for the Netherlands against Spain. Elsewhere, there has been a glut of goals: 28in the  rst eight games Ð almost three times as many as at the same stage in South Africa in 2010. Adding to the carnival mood on the streets, where the majority of fans are from neighbouring nations, Latin-American teams won in every game they played up until the time of writing.","Everyone enjoyed Robin van PersieÕs extraordinary diving header for the Netherlands against Spain. And, there have been lots of goals: 28 in the  rst eight games Ð almost three times as many as at the same stage in South Africain 2010. Latin-American teams have been very successful so far and, as most fans are from neighbouring countries, this has added to the carnival atmosphere."
"What it involves: Cleaning up crime scenes, road
accidents and suicides. Clearing hoarders’ houses
full of rubbish, rats and excrement … among other
things. “The job is about keeping people safe,” says
Richard Lewis, a hygiene technician for Rentokil.
“We deal with some very disturbingly dirty sites.”","What this person does: Cleans up crime scenes,
road accidents and suicides. Clears houses full of
rubbish, rats and excrement … and other things, too.
“The job is to keep people safe,” says Richard Lewis,
a hygiene technician for Rentokil. “We work in some
very, very dirty places.”",advanced_to_elementary,"simplify: What it involves: Cleaning up crime scenes, road
accidents and suicides. Clearing hoarders’ houses
full of rubbish, rats and excrement … among other
things. “The job is about keeping people safe,” says
Richard Lewis, a hygiene technician for Rentokil.
“We deal with some very disturbingly dirty sites.”","What this person does: Cleans up crime scenes,
road accidents and suicides. Clears houses full of
rubbish, rats and excrement … and other things, too.
“The job is to keep people safe,” says Richard Lewis,
a hygiene technician for Rentokil. “We work in some
very, very dirty places.”"
"Quali cations: A university degree, typically in automotive/mechanical engineering or motorsport technology. Hands-on experience is essential.","Quali cations: A university degree, usually in automotive/mechanical engineering or motorsport technology. Hands-on experience is essential.",advanced_to_elementary,"simplify: Quali cations: A university degree, typically in automotive/mechanical engineering or motorsport technology. Hands-on experience is essential.","Quali cations: A university degree, usually in automotive/mechanical engineering or motorsport technology. Hands-on experience is essential."
"Amsterdam still looks liberal to tourists, who were recently assured by the Labour Mayor that the city’s marijuana-selling coffee
shops would stay open despite a new national law tackling drug tourism. But the Dutch capital may lose its reputation for tolerance over plans to dispatch nuisance neighbours to “scum villages” made from shipping containers.","To tourists, Amsterdam still seems very liberal. Recently the city’s Mayor told them that the coffee shops that sell marijuana would stay open, although there is a new national law to stop drug tourism. But the Dutch capital has a plan to send antisocial neighbours to “scum villages” made from shipping containers, and so maybe now people won’t think it is a liberal city
any more.",advanced_to_elementary,"simplify: Amsterdam still looks liberal to tourists, who were recently assured by the Labour Mayor that the city’s marijuana-selling coffee
shops would stay open despite a new national law tackling drug tourism. But the Dutch capital may lose its reputation for tolerance over plans to dispatch nuisance neighbours to “scum villages” made from shipping containers.","To tourists, Amsterdam still seems very liberal. Recently the city’s Mayor told them that the coffee shops that sell marijuana would stay open, although there is a new national law to stop drug tourism. But the Dutch capital has a plan to send antisocial neighbours to “scum villages” made from shipping containers, and so maybe now people won’t think it is a liberal city
any more."
"It follows a paper, published in 2014, in whichhe noted that, when children are around ten, their biological wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, someone you may think of as a lazy teenager actually has a natural waking hour of 9am. The conventional school starting time works for 10-year-olds but not 16- to 18-year-olds. For the older teenagers, it might be more sensible to start the school day at 11am or even later. ÒA 7am alarm call for older adolescents,Ó Kelley and his colleagues pointed out in the paper, Òis the equivalent of a 4.30am start for a teacher in their 50s.Ó","Dr Kelley said that, when children are around ten, their natural wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, a personÕs natural waking hour is 9am, although you may think they are just a lazy teenager. The normal school starting time works for 10-year-oldsbut not for 16- to 18-year-olds. For the older teenagers, it might be better to start the school day at 11am or even later. ÒA 7am wake-up time for older teenagers,Ó says Kelley, Òis the same as a 4.30am start for a teacher in their 50s.Ó",advanced_to_elementary,"simplify: It follows a paper, published in 2014, in whichhe noted that, when children are around ten, their biological wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, someone you may think of as a lazy teenager actually has a natural waking hour of 9am. The conventional school starting time works for 10-year-olds but not 16- to 18-year-olds. For the older teenagers, it might be more sensible to start the school day at 11am or even later. ÒA 7am alarm call for older adolescents,Ó Kelley and his colleagues pointed out in the paper, Òis the equivalent of a 4.30am start for a teacher in their 50s.Ó","Dr Kelley said that, when children are around ten, their natural wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, a personÕs natural waking hour is 9am, although you may think they are just a lazy teenager. The normal school starting time works for 10-year-oldsbut not for 16- to 18-year-olds. For the older teenagers, it might be better to start the school day at 11am or even later. ÒA 7am wake-up time for older teenagers,Ó says Kelley, Òis the same as a 4.30am start for a teacher in their 50s.Ó"
